Round,Loss,Accuracy
0,0.6929610224920917,0.6224489795918368
1,0.6422089252371525,0.7332361516034985
2,0.6023787670536639,0.8126822157434402
3,0.5672811444490089,0.8323615160349854
4,0.5380020156809997,0.8432944606413995
5,0.515787244139604,0.8556851311953353
6,0.49729914943060954,0.8629737609329446
7,0.4806127063746859,0.8746355685131195
8,0.46498157466335843,0.8841107871720116
9,0.4500748793192141,0.9016034985422741
10,0.43573013483350836,0.9096209912536444
11,0.4218625639476245,0.9161807580174928
12,0.4084261307026773,0.9212827988338192
13,0.39539537121029267,0.9256559766763849
14,0.38275677980599776,0.9293002915451896
15,0.3705047294899257,0.9373177842565598
16,0.35863930320958115,0.9416909620991254
17,0.3471646238939863,0.9504373177842566
18,0.336087070462311,0.9584548104956269
19,0.32541333433554387,0.9628279883381924
20,0.3151485753931515,0.9635568513119533
21,0.3052950093961104,0.9650145772594753
22,0.29585114221446396,0.9657434402332361
23,0.2868116552503622,0.967201166180758
24,0.2781677918156051,0.9686588921282799
25,0.26990802264113484,0.9715743440233237
26,0.26201879847284215,0.9744897959183674
27,0.25448525585512155,0.9766763848396501
28,0.2472918188702565,0.9744897959183674
29,0.2404226688424789,0.9744897959183674
30,0.23386209197774646,0.9752186588921283
31,0.22759472063785913,0.9752186588921283
32,0.2216056886514113,0.9752186588921283
33,0.21588071668516895,0.9752186588921283
34,0.21040614982843805,0.9752186588921283
35,0.20516895904830343,0.9766763848396501
36,0.20015671594034862,0.9766763848396501
37,0.19535756387162806,0.9766763848396501
38,0.19076017562795083,0.978134110787172
39,0.1863537271706701,0.9803206997084548
40,0.18212787836459568,0.9803206997084548
41,0.17807277642117245,0.9803206997084548
42,0.1741790848246678,0.9803206997084548
43,0.1704380390247336,0.9803206997084548
44,0.1668415305840154,0.9803206997084548
45,0.16338221076627032,0.9803206997084548
46,0.16005360570150406,0.9803206997084548
47,0.15685021840697164,0.9803206997084548
48,0.15376759112748706,0.9803206997084548
49,0.15080229548122978,0.9825072886297376
50,0.14795183051966887,0.9825072886297376
51,0.14521441721185246,0.9825072886297376
52,0.1425887065247029,0.9825072886297376
53,0.1400734446247147,0.9825072886297376
54,0.13766714814125544,0.9825072886297376
55,0.13536783615452708,0.9825072886297376
56,0.13317286556788002,0.9825072886297376
57,0.13107886452799133,0.9825072886297376
58,0.12908177506051852,0.9825072886297376
59,0.12717696502057516,0.9825072886297376
60,0.1253593932977291,0.9825072886297376
61,0.12362378799409536,0.9825072886297376
62,0.12196482110862919,0.9825072886297376
63,0.12037725264768043,0.9825072886297376
64,0.11885604513285464,0.9825072886297376
65,0.11739643976906702,0.9825072886297376
66,0.11599400206291786,0.9825072886297376
67,0.11464464144900854,0.9825072886297376
68,0.11334461088542894,0.9825072886297376
69,0.11209049588564847,0.9825072886297376
70,0.11087919247596459,0.9825072886297376
71,0.10970788411980244,0.9825072886297376
72,0.10857401579231547,0.9825072886297376
73,0.10747526732292073,0.9825072886297376
74,0.10640952915745153,0.9825072886297376
75,0.10537488067598923,0.9825072886297376
76,0.10436956928304596,0.9825072886297376
77,0.10339199035164015,0.9825072886297376
78,0.10244067338624138,0.9825072886297376
79,0.10151426551213909,0.9825072886297376
80,0.10061152016452109,0.9825072886297376
81,0.09973128447466469,0.9832361516034985
82,0.09887249066237903,0.9832361516034985
83,0.09803414666780624,0.9832361516034985
84,0.09721532884788538,0.9832361516034985
85,0.0964151754731392,0.9832361516034985
86,0.095632880072606,0.9832361516034985
87,0.09486768728678543,0.9832361516034985
88,0.09411888845209924,0.9832361516034985
89,0.09338581541120057,0.9832361516034985
90,0.09266784051749509,0.9832361516034985
91,0.09196436938337815,0.9832361516034985
92,0.0912748415844056,0.9832361516034985
93,0.09059872585684332,0.9832361516034985
94,0.08993551940653768,0.9832361516034985
95,0.08928474463462371,0.9832361516034985
96,0.08864594743599183,0.9832361516034985
97,0.08801869631719615,0.9832361516034985
98,0.08740258090802293,0.9832361516034985
99,0.08679720905504736,0.9832361516034985
100,0.08620220847235197,0.9832361516034985
101,0.08561722198121174,0.9832361516034985
102,0.0850419099099842,0.9832361516034985
103,0.08447594688067453,0.9832361516034985
104,0.08391902241962124,0.9832361516034985
105,0.08337083834234289,0.9832361516034985
106,0.08283111113470784,0.9832361516034985
107,0.08229956714322881,0.9832361516034985
108,0.08177594615742464,0.9832361516034985
109,0.08125999774649909,0.9832361516034985
110,0.08075148199152035,0.9832361516034985
111,0.0802501684163177,0.9832361516034985
112,0.07975583715651957,0.9832361516034985
113,0.07926827666720976,0.9832361516034985
114,0.07878728360518089,0.9832361516034985
115,0.07831266234449348,0.9832361516034985
116,0.0778442268823366,0.9832361516034985
117,0.0773817969402103,0.9832361516034985
118,0.07692520069171951,0.9832361516034985
119,0.07647427180040223,0.9832361516034985
120,0.07602885132532959,0.9832361516034985
121,0.0755887866919573,0.9832361516034985
122,0.07515393130456836,0.9832361516034985
123,0.07472414377388265,0.9832361516034985
124,0.07429928844916803,0.9832361516034985
125,0.07387923581864717,0.9832361516034985
126,0.0734638601008737,0.9832361516034985
127,0.07305304159913699,0.9832361516034985
128,0.07264666500872874,0.9832361516034985
129,0.07224461941947591,0.9832361516034985
130,0.0718467978178821,0.9832361516034985
131,0.07145309859496886,0.9832361516034985
132,0.07106342251242789,0.9832361516034985
133,0.07067767588070126,0.9832361516034985
134,0.07029576777162637,0.9832361516034985
135,0.0699176106993574,0.9832361516034985
136,0.06954312150795061,0.9832361516034985
137,0.06917221963086277,0.9832361516034985
138,0.06880482714439048,0.9832361516034985
139,0.06844087038839025,0.9832361516034985
140,0.06808027804494812,0.9832361516034985
141,0.0677229816601826,0.9832361516034985
142,0.06736891537250118,0.9832361516034985
143,0.06701801638103992,0.9832361516034985
144,0.06667022370844894,0.9832361516034985
145,0.06632547912600631,0.9832361516034985
146,0.0659837270682652,0.9832361516034985
147,0.06564491309210646,0.9832361516034985
148,0.065308986456347,0.9832361516034985
149,0.0649758971252548,0.9832361516034985
150,0.06464559738507399,0.9832361516034985
151,0.06431804200254997,0.9832361516034985
152,0.0639931861433786,0.9832361516034985
153,0.06367098823816966,0.9832361516034985
154,0.06335140742903556,0.9832361516034985
155,0.06303440474018225,0.9832361516034985
156,0.06271994227840179,0.9832361516034985
157,0.06240798481222313,0.9832361516034985
158,0.06209849596879157,0.9832361516034985
159,0.061791443174408434,0.9832361516034985
160,0.061486794404236454,0.9832361516034985
161,0.061184518482473,0.9832361516034985
162,0.06088458505256193,0.9832361516034985
163,0.060586965370082894,0.9832361516034985
164,0.060291631878642234,0.9832361516034985
165,0.0599985570899669,0.9832361516034985
166,0.059707715664293365,0.9832361516034985
167,0.059419081880637395,0.9832361516034985
168,0.05913263179419589,0.9832361516034985
169,0.05884834185461195,0.9832361516034985
170,0.05856618943776276,0.9832361516034985
171,0.05828615230819153,0.9832361516034985
172,0.05800820898100698,0.9832361516034985
173,0.05773233894165492,0.9832361516034985
174,0.05745852196274484,0.9832361516034985
175,0.05718673858579332,0.9832361516034985
176,0.056916969441140844,0.9825072886297376
177,0.056649196853814164,0.9825072886297376
178,0.0563834018238581,0.9825072886297376
179,0.05611956746219508,0.9825072886297376
180,0.05585767610417945,0.9825072886297376
181,0.05559771183326359,0.9825072886297376
182,0.055339657501461255,0.9825072886297376
183,0.05508349833817832,0.9825072886297376
184,0.054829217890787874,0.9861516034985423
185,0.054576800860692276,0.9861516034985423
186,0.05432623329546788,0.9861516034985423
187,0.05407749974695243,0.9861516034985423
188,0.053830586315800566,0.9861516034985423
